id,order_id,product_id,qty,rate,amount
11763,1730,173,7,21.43,150.01
11764,1728,97,20,1.51,30.20
11765,1728,63,20,10,200.00
11766,1728,303,15,136.87,2053.05
11767,1728,273,1,1008.30,1008.30
11768,1728,231,1,15,15.00
11774,1725,203,5,84.34,421.70
11775,1725,181,5,37.03,185.15
11776,1725,173,5,21.43,107.15
11777,1725,111,5,19.55,97.75
11778,1725,184,1,540,540.00
11779,1729,203,5,84.34,421.70
11780,1729,255,10,14.61,146.10
11781,1729,156,1,185,185.00
11782,1729,265,1,80,80.00
11783,1733,63,15,10,150.00
11784,1733,65,15,70,1050.00
11785,1734,38,10,18.21,182.10
11786,1734,214,5,73.74,368.70
11787,1734,88,15,2.23,33.45
11788,1734,282,21,7.86,165.06
11789,1734,147,30,1.5,45.00
11790,1735,63,10,10,100.00
11791,1735,148,10,41.4,414.00
11792,1735,123,1,209.20,209.20
11793,1735,273,1,1008.30,1008.30
11794,1735,231,1,15,15.00
11800,1736,147,30,1.5,45.00
11801,1736,226,10,21.5,215.00
11802,1736,127,1,260,260.00
11803,1736,130,10,28.57,285.70
11804,1736,163,10,7,70.00
11810,1738,165,5,75,375.00
11811,1738,88,15,2.23,33.45
11812,1738,164,10,18.86,188.60
11813,1738,174,30,6.41,192.30
11814,1738,63,30,10,300.00
11815,1738,65,30,70,2100.00
11816,1738,123,1,209.20,209.20
11817,1737,63,15,10,150.00
11818,1737,148,15,41.4,621.00
11819,1737,273,1,1008.30,1008.30
11820,1737,231,1,15,15.00
11821,1739,61,20,12,240.00
11822,1739,129,20,22,440.00
11823,1740,213,6,410.49,2462.94
11824,1740,171,14,30,420.00
11825,1740,173,7,21.43,150.01
11826,1740,111,14,19.55,273.70
11827,1740,230,1,111.57,111.57
11828,1740,233,6,20,120.00
11829,1741,165,7,75,525.00
11830,1741,173,7,21.43,150.01
11831,1741,68,1,135,135.00
11832,1741,87,14,10.94,153.16
11833,1742,162,4,5,20.00
11834,1742,318,1,285,285.00
11835,1743,146,1,126.36,126.36
11836,1743,122,1,65.97,65.97
11837,1743,288,30,19.5,585.00
11840,1744,278,1,1293,1293.00
11841,1744,231,1,15,15.00
11842,1745,164,10,18.86,188.60
11843,1745,171,14,30,420.00
11844,1745,88,21,2.23,46.83
11845,1746,80,14,7.90,110.60
11846,1746,130,7,28.57,199.99
11847,1746,88,21,2.23,46.83
11848,1746,166,15,16.08,241.20
11849,1747,298,1,300,300.00
11850,1747,111,14,19.55,273.70
11851,1747,57,10,21.43,214.30
11852,1748,171,10,30,300.00
11853,1748,156,1,185,185.00
11854,1748,173,14,21.43,300.02
11855,1748,318,1,285,285.00
11856,1749,165,5,75,375.00
11857,1749,173,5,21.43,107.15
11858,1749,73,5,12.67,63.35
11859,1750,171,16,30,480.00
11860,1750,87,16,10.94,175.04
11861,1750,284,16,6.65,106.40
11862,1751,123,1,209.20,209.20
11863,1751,184,1,540,540.00
11864,1751,139,30,19.5,585.00
11865,1751,147,30,1.5,45.00
11866,1751,111,10,19.55,195.50
11887,1752,97,20,1.51,30.20
11888,1752,63,10,10,100.00
11889,1752,106,20,27,540.00
11890,1752,319,30,6.06,181.80
11891,1752,178,1,1008.30,1008.30
11892,1752,273,1,15,15.00
11903,1755,63,10,10,100.00
11904,1755,148,10,41.4,414.00
11905,1755,231,1,15,15.00
11906,1755,273,1,1008.30,1008.30
11907,1756,273,1,1008.30,1008.30
11908,1756,231,1,15,15.00
11909,1753,63,15,10,150.00
11910,1753,311,14,20,280.00
11911,1753,65,15,70,1050.00
11912,1753,273,1,1008.30,1008.30
11913,1753,231,1,15,15.00
11914,1754,63,10,10,100.00
11915,1754,65,10,70,700.00
11916,1754,112,10,50,500.00
11917,1754,130,10,28.57,285.70
11918,1754,203,5,84.34,421.70
11919,1754,106,1,275,275.00
11925,1758,203,5,84.34,421.70
11926,1758,147,15,1.5,22.50
11927,1757,203,8,84.34,674.72
11928,1757,41,16,100,1600.00
11929,1757,156,8,185,1480.00
11930,1757,173,8,21.43,171.44
11931,1757,111,8,19.55,156.40
11932,1759,165,5,75,375.00
11933,1759,173,20,21.43,428.60
11934,1759,99,1,145,145.00
11935,1759,147,10,1.5,15.00
11936,1760,97,20,1.51,30.20
11937,1760,132,20,18,360.00
11938,1760,148,20,41.4,828.00
11939,1760,273,1,1008.30,1008.30
11940,1760,231,1,15,15.00
11941,1760,104,10,10.13,101.30
11945,1762,184,1,540,540.00
11946,1762,216,1,224.39,224.39
11947,1762,122,1,65.97,65.97
11948,1761,122,1,65.97,65.97
11949,1761,96,2,140,280.00
11950,1761,86,2,96.65,193.30
11951,1763,61,30,12,360.00
11952,1763,184,1,540,540.00
11953,1763,164,10,18.86,188.60
11954,1763,174,30,6.41,192.30
11955,1764,51,1,186.45,186.45
11956,1765,161,10,27.5,275.00
11960,1766,273,1,1008.30,1008.30
11961,1766,231,1,15,15.00
11962,1766,265,1,80,80.00
11967,1767,176,12,13.04,156.48
11968,1767,171,14,30,420.00
11969,1767,88,21,2.23,46.83
11970,1767,130,10,28.57,285.70
11971,1768,104,10,10.13,101.30
11972,1768,174,30,6.41,192.30
11976,1769,164,10,18.86,188.60
11977,1769,142,20,14.11,282.20
11978,1769,184,1,540,540.00
11981,1771,295,6,310,1860.00
11982,1771,171,20,30,600.00
11983,1771,80,20,7.90,158.00
11984,1771,111,20,19.55,391.00
11985,1771,173,10,21.43,214.30
11986,1771,233,6,20,120.00
11987,1771,234,1,100,100.00
11988,1772,216,1,224.39,224.39
11989,1772,318,1,285,285.00
11996,1773,203,5,84.34,421.70
11997,1773,156,1,185,185.00
12004,1774,63,20,10,200.00
12005,1775,181,6,37.03,222.18
12006,1775,171,6,30,180.00
12007,1775,111,6,19.55,117.30
12008,1775,173,3,21.43,64.29
12015,1777,63,30,10,300.00
12016,1777,214,5,73.74,368.70
12017,1777,88,15,2.23,33.45
12018,1777,179,20,10.5,210.00
12019,1777,298,1,300,300.00
12020,1778,273,1,1008.30,1008.30
12021,1778,231,1,15,15.00
12022,1779,288,10,19.5,195.00
12023,1780,148,14,41.4,579.60
12024,1780,63,30,10,300.00
12025,1781,171,4,30,120.00
12026,1781,161,4,27.5,110.00
12038,1783,144,15,16.37,245.55
12039,1783,65,15,70,1050.00
12040,1783,199,50,1.5,75.00
12041,1783,129,15,22,330.00
12042,1784,61,20,12,240.00
12043,1784,129,20,22,440.00
12044,1785,97,20,1.51,30.20
12045,1785,61,30,12,360.00
12046,1785,129,30,22,660.00
12047,1785,174,30,6.41,192.30
12058,1786,171,14,30,420.00
12059,1786,88,21,2.23,46.83
12060,1786,57,10,21.43,214.30
12061,1786,147,30,1.5,45.00
12062,1786,106,1,275,275.00
12063,1786,319,60,27,1620.00
12064,1786,184,1,540,540.00
12065,1787,174,21,6.41,134.61
12066,1788,171,10,30,300.00
12067,1788,87,10,10.94,109.40
12068,1788,111,10,19.55,195.50
12085,1789,63,15,10,150.00
12086,1789,148,14,41.4,579.60
12087,1789,273,1,1008.30,1008.30
12088,1789,231,1,15,15.00
12095,1790,61,15,12,180.00
12096,1790,129,15,22,330.00
12097,1790,128,30,8,240.00
12098,1790,34,10,37.5,375.00
12099,1790,88,15,2.23,33.45
12100,1790,130,10,28.57,285.70
12101,1791,97,5,1.51,7.55
12102,1791,63,3,10,30.00
12103,1791,148,3,41.4,124.20
12104,1792,273,1,1008.30,1008.30
12105,1792,231,1,15,15.00
12118,1795,63,30,10,300.00
12119,1795,80,14,7.90,110.60
12120,1795,88,21,2.23,46.83
12121,1795,130,10,28.57,285.70
12122,1795,179,20,10.5,210.00
12123,1796,97,20,1.51,30.20
12124,1796,215,20,11,220.00
12125,1796,148,20,41.4,828.00
12126,1796,108,1,235,235.00
12127,1796,34,10,37.5,375.00
12128,1793,171,14,30,420.00
12129,1793,88,21,2.23,46.83
12130,1793,163,10,7,70.00
12131,1793,164,10,18.86,188.60
12132,1793,112,10,50,500.00
12133,1797,171,10,30,300.00
12134,1797,173,5,21.43,107.15
12135,1797,161,5,27.5,137.50
12136,1798,165,5,75,375.00
12137,1798,87,10,10.94,109.40
12138,1798,68,1,135,135.00
12139,1799,281,10,110,1100.00
12140,1799,289,1,195,195.00
12141,1799,51,1,186.45,186.45
12142,1799,153,1,67.19,67.19
12143,1799,231,10,15,150.00
12148,1800,63,10,10,100.00
12149,1800,112,10,50,500.00
12150,1800,65,10,70,700.00
12151,1800,203,5,84.34,421.70
12152,1801,144,10,16.37,163.70
12153,1801,65,10,70,700.00
12154,1801,199,30,1.5,45.00
12159,1802,272,1,431.43,431.43
12160,1802,264,4,95.92,383.68
12161,1802,239,10,50,500.00
12162,1802,265,2,80,160.00
12163,1802,263,2,125,250.00
12170,1803,65,10,70,700.00
12171,1803,266,10,250,2500.00
12172,1803,144,10,16.37,163.70
12173,1803,203,5,84.34,421.70
12174,1803,196,30,8.08,242.40
12175,1803,64,60,26,1560.00
12176,1804,164,10,18.86,188.60
12177,1804,184,1,540,540.00
12178,1804,61,30,12,360.00
12184,1805,325,4,675,2700.00
12185,1805,322,2,430,860.00
12186,1805,173,3,21.43,64.29
12187,1805,270,4,35,140.00
12188,1805,232,4,15,60.00
12189,1805,310,4,78,312.00
12190,1805,102,4,24.8,99.20
12191,1806,171,10,30,300.00
12192,1806,88,15,2.23,33.45
12193,1806,146,1,126.36,126.36
12194,1806,216,1,224.39,224.39
12195,1807,165,5,75,375.00
12196,1807,87,10,10.94,109.40
12197,1807,284,10,6.65,66.50
12198,1807,265,1,80,80.00
12199,1808,165,5,75,375.00
12200,1808,88,15,2.23,33.45
12201,1808,174,15,6.41,96.15
12202,1809,298,1,300,300.00
12203,1809,179,20,10.5,210.00
12204,1809,288,30,19.5,585.00
12205,1810,307,20,13,260.00
12206,1810,99,1,145,145.00
12216,1811,264,4,95.92,383.68
12217,1811,263,2,125,250.00
12218,1811,326,4,100,400.00
12219,1812,148,15,41.4,621.00
12220,1812,63,15,10,150.00
12221,1812,166,15,16.08,241.20
12222,1813,213,6,410.49,2462.94
12223,1813,171,20,30,600.00
12224,1813,111,20,19.55,391.00
12225,1813,173,10,21.43,214.30
12226,1813,161,10,27.5,275.00
12227,1813,233,6,20,120.00
12228,1814,273,3,1008.30,3024.90
12229,1814,231,3,15,45.00
12236,1816,165,5,75,375.00
12237,1816,173,5,21.43,107.15
12238,1816,271,1,210,210.00
12239,1815,209,1,106.26,106.26
12240,1815,220,1,93.35,93.35
12241,1815,156,1,185,185.00
12242,1815,231,1,15,15.00
12243,1815,235,1,120,120.00
12244,1815,239,1,50,50.00
12245,1817,171,10,30,300.00
12246,1817,185,15,8.33,124.95
12247,1817,173,5,21.43,107.15
12248,1818,265,1,80,80.00
12249,1818,233,1,20,20.00
12250,1819,173,7,21.43,150.01
12251,1819,185,14,8.33,116.62
12252,1819,318,1,285,285.00
12253,1820,318,1,285,285.00
12254,1821,171,14,30,420.00
12255,1821,111,14,19.55,273.70
12256,1821,87,21,10.94,229.74
12257,1821,138,7,30,210.00
12264,1822,265,1,80,80.00
12265,1822,203,5,84.34,421.70
12266,1822,84,7,2.61,18.27
12267,1822,193,1,72.83,72.83
12268,1822,173,7,21.43,150.01
12269,1822,111,14,19.55,273.70
12274,1823,63,10,10,100.00
12275,1823,148,10,41.4,414.00
12276,1823,166,15,16.08,241.20
12277,1823,273,1,1008.30,1008.30
12278,1823,231,1,15,15.00
12283,1825,97,30,1.51,45.30
12284,1825,142,30,14.11,423.30
12285,1825,184,1,540,540.00
12286,1824,144,10,16.37,163.70
12287,1824,65,10,70,700.00
12288,1824,266,10,250,2500.00
12289,1826,213,6,410.49,2462.94
12290,1826,171,16,30,480.00
12291,1826,173,8,21.43,171.44
12292,1826,111,16,19.55,312.80
12293,1826,233,6,20,120.00
12310,1828,174,15,6.41,96.15
12311,1828,61,5,12,60.00
12312,1828,129,5,22,110.00
12313,1828,151,6,21.15,126.90
12314,1828,231,2,15,30.00
12375,1827,49,1,300,300.00
12376,1827,270,1,35,35.00
12377,1827,240,1,65,65.00
12378,1827,92,1,43.16,43.16
12379,1827,232,3,15,45.00
12380,1827,328,1,163,163.00
12381,1827,181,14,37.03,518.42
12382,1827,154,6,46.45,278.70
12383,1827,173,14,21.43,300.02
12384,1827,68,2,135,270.00
12385,1827,309,9,30,270.00
12386,1827,294,9,480,4320.00
12387,1829,203,8,84.34,674.72
12388,1829,173,8,21.43,171.44
12389,1829,313,8,16.9,135.20
12390,1830,263,2,125,250.00
12391,1830,239,4,50,200.00
12392,1830,264,4,95.92,383.68
12393,1830,265,1,80,80.00
12394,1831,165,7,75,525.00
12395,1831,173,7,21.43,150.01
12396,1831,68,1,135,135.00
12397,1831,185,21,8.33,174.93
12400,1832,129,30,22,660.00
12401,1832,67,30,27.25,817.50
12406,1833,203,7,84.34,590.38
12407,1833,255,14,14.61,204.54
12412,1834,63,20,10,200.00
12413,1834,148,20,41.4,828.00
12414,1834,104,10,10.13,101.30
12415,1834,106,1,275,275.00
12421,1836,63,5,10,50.00
12422,1836,148,5,41.4,207.00
12423,1836,65,5,70,350.00
12424,1837,319,10,27,270.00
12425,1837,97,15,1.51,22.65
12426,1837,63,15,10,150.00
12427,1837,148,10,41.4,414.00
12428,1838,63,15,10,150.00
12429,1838,148,14,41.4,579.60
12430,1838,65,15,70,1050.00
12444,1839,322,2,430,860.00
12445,1839,310,4,78,312.00
12446,1839,102,4,24.8,99.20
12447,1839,173,3,21.43,64.29
12448,1839,232,4,15,60.00
12449,1839,325,4,600,2400.00
12454,1841,130,10,28.57,285.70
12455,1841,171,14,30,420.00
12456,1841,88,21,2.23,46.83
12457,1841,179,20,10.5,210.00
12458,1841,298,1,300,300.00
12459,1842,273,1,1008.30,1008.30
12460,1842,231,1,15,15.00
12461,1843,63,10,10,100.00
12462,1843,148,10,41.4,414.00
12466,1844,144,17,16.37,278.29
12467,1844,65,17,70,1190.00
12468,1844,199,60,1.5,90.00
12469,1845,165,2,75,150.00
12470,1845,173,2,21.43,42.86
12476,1847,34,10,37.5,375.00
12477,1847,284,10,6.65,66.50
12478,1847,173,5,21.43,107.15
12483,1848,203,5,84.34,421.70
12484,1848,111,14,19.55,273.70
12485,1848,186,20,17.80,356.00
12486,1848,67,30,27.25,817.50
12487,1846,234,1,100,100.00
12488,1846,237,1,60,60.00
12489,1846,323,1,212.23,212.23
12490,1846,48,1,100,100.00
12491,1846,270,1,35,35.00
12496,1840,142,30,14.11,423.30
12497,1840,184,1,540,540.00
12498,1840,164,10,18.86,188.60
12499,1840,106,1,275,275.00
12507,1850,67,5,27.25,136.25
12508,1850,59,2,21.43,42.86
12509,1850,185,10,8.33,83.30
12510,1851,97,20,1.51,30.20
12511,1851,63,20,10,200.00
12512,1851,148,20,41.4,828.00
12513,1851,34,10,37.5,375.00
12514,1851,174,30,6.41,192.30
12515,1852,171,6,30,180.00
12516,1852,88,10,2.23,22.30
12517,1852,164,3,18.86,56.58
12518,1852,174,10,6.41,64.10
12519,1853,41,14,100,1400.00
12520,1853,84,14,2.61,36.54
12521,1853,173,8,21.43,171.44
12522,1853,68,1,135,135.00
12523,1854,55,10,47.21,472.10
12524,1854,59,8,21.43,171.44
12525,1854,175,8,16,128.00
12526,1854,173,8,21.43,171.44
12527,1854,315,3,20.6,61.80
12534,1849,264,4,95.92,383.68
12535,1849,239,6,50,300.00
12536,1849,326,2,100,200.00
12537,1849,263,2,125,250.00
12538,1849,265,2,80,160.00
12539,1849,272,1,431.43,431.43
12540,1855,129,10,22,220.00
12541,1855,142,10,14.11,141.10
12542,1856,130,3,28.57,85.71
12543,1856,214,3,73.74,221.22
12544,1856,88,10,2.23,22.30
12545,1856,161,6,27.5,165.00
12546,1857,144,9,16.37,147.33
12547,1857,148,5,41.4,207.00
12548,1857,65,9,70,630.00
12549,1857,273,1,1008.30,1008.30
12550,1857,231,1,15,15.00
12551,1858,151,6,21.15,126.90
12552,1858,231,2,15,30.00
12553,1858,258,1,105.73,105.73
12554,1858,116,2,77.67,155.34
12555,1858,48,1,100,100.00
12556,1858,213,1,410.49,410.49
12557,1858,304,6,170.93,1025.58
12558,1858,270,1,35,35.00
12559,1858,233,1,20,20.00
12560,1858,265,1,80,80.00
12561,1858,234,1,100,100.00
12562,1859,144,2,16.37,32.74
12563,1859,65,2,70,140.00
12564,1859,298,1,300,300.00
12568,1860,97,20,1.51,30.20
12569,1860,129,20,22,440.00
12570,1860,226,10,21.5,215.00
12571,1860,61,20,12,240.00
12572,1860,164,10,18.86,188.60
12573,1861,171,6,30,180.00
12574,1861,88,10,2.23,22.30
12575,1861,186,6,17.80,106.80
12576,1861,163,6,7,42.00
12577,1861,183,1,195,195.00
12584,1862,104,10,10.13,101.30
12585,1862,106,1,275,275.00
12586,1862,97,20,1.51,30.20
12587,1862,63,20,10,200.00
12588,1862,273,1,1008.30,1008.30
12589,1862,231,1,15,15.00
12590,1862,148,20,41.4,828.00
12603,1863,258,1,105.73,105.73
12604,1863,270,1,35,35.00
12605,1863,234,1,100,100.00
12606,1863,231,2,15,30.00
12607,1863,285,1,10.12,10.12
12608,1863,97,20,1.51,30.20
12609,1863,63,15,10,150.00
12610,1863,164,10,18.86,188.60
12611,1863,319,15,27,405.00
12612,1863,273,1,1008.30,1008.30
12613,1863,237,1,60,60.00
12614,1864,182,2,67.89,135.78
12615,1865,165,5,75,375.00
12616,1865,173,5,21.43,107.15
12617,1865,111,5,19.55,97.75
12618,1865,265,1,80,80.00
12619,1866,204,15,30.75,461.25
12620,1866,78,1,543.30,543.30
12621,1866,87,21,10.94,229.74
12628,1867,204,15,30.75,461.25
12629,1867,78,1,543.30,543.30
12630,1867,161,15,27.5,412.50
12631,1867,87,10,10.94,109.40
12632,1868,173,7,21.43,150.01
12633,1868,111,7,19.55,136.85
12634,1868,170,7,4.43,31.01
12635,1868,101,1,83.07,83.07
12636,1869,322,2,430,860.00
12637,1869,325,4,600,2400.00
12638,1869,270,2,35,70.00
12656,1872,250,1,115.77,115.77
12657,1872,153,1,67.19,67.19
12658,1872,149,1,49.63,49.63
12659,1872,219,1,85.67,85.67
12660,1873,213,6,410.49,2462.94
12661,1873,171,16,30,480.00
12662,1873,173,8,21.43,171.44
12663,1873,111,16,19.55,312.80
12664,1873,233,6,20,120.00
12665,1874,213,6,410.49,2462.94
12666,1874,171,16,30,480.00
12667,1874,173,8,21.43,171.44
12668,1874,111,16,19.55,312.80
12669,1874,233,6,20,120.00
12670,1874,203,3,84.34,253.02
12671,1874,84,5,2.61,13.05
12672,1874,173,3,21.43,64.29
12673,1874,193,1,72.83,72.83
12674,1875,51,1,186.45,186.45
12675,1875,96,1,140,140.00
12676,1876,97,20,1.51,30.20
12677,1876,61,20,12,240.00
12678,1876,129,20,22,440.00
12679,1877,203,5,84.34,421.70
12680,1877,173,7,21.43,150.01
12681,1877,284,7,6.65,46.55
12682,1877,276,30,19.75,592.50
12683,1878,320,1,170.04,170.04
12684,1878,173,15,21.43,321.45
12685,1878,61,30,12,360.00
12686,1879,129,30,22,660.00
12687,1879,67,30,27.25,817.50
12688,1879,67,1,27.25,27.25
12692,1880,34,6,37.5,225.00
12693,1880,203,3,84.34,253.02
12694,1880,111,6,19.55,117.30
12695,1880,173,3,21.43,64.29
12696,1880,233,1,20,20.00
12697,1880,239,1,50,50.00
12698,1880,265,1,80,80.00
12699,1881,97,5,1.51,7.55
12700,1881,164,2,18.86,37.72
12701,1881,150,12,8.84,106.08
12702,1881,129,2,22,44.00
12703,1881,106,1,275,275.00
12704,1882,39,10,7.4,74.00
12705,1882,147,10,1.5,15.00
12706,1882,163,10,7,70.00
12707,1882,203,5,84.34,421.70
12708,1882,130,10,28.57,285.70
12709,1883,60,14,25,350.00
12710,1883,146,1,126.36,126.36
12711,1883,216,1,224.39,224.39
12712,1883,156,1,185,185.00
12713,1883,317,7,27,189.00
12714,1883,246,2,50,100.00
12717,1884,288,30,19.5,585.00
12718,1884,129,30,22,660.00
12719,1884,69,1,731.2,731.20
12720,1884,80,14,7.90,110.60
12721,1884,88,21,2.23,46.83
12728,1885,129,10,22,220.00
12729,1885,142,10,14.11,141.10
12730,1885,119,10,1.42,14.20
12733,1887,111,7,19.55,136.85
12734,1887,129,15,22,330.00
12735,1887,67,15,27.25,408.75
12736,1886,164,10,18.86,188.60
12737,1886,142,10,14.11,141.10
12738,1886,129,10,22,220.00
12739,1886,132,10,18,180.00
12741,1870,144,2,16.37,32.74
12742,1870,65,4,70,280.00
12743,1870,266,10,250,2500.00
12744,1870,203,2,84.34,168.68
12757,1890,147,15,1.5,22.50
12758,1890,84,15,2.61,39.15
12759,1890,173,15,21.43,321.45
12760,1890,34,10,37.5,375.00
12763,1892,148,21,41.4,869.40
12764,1892,144,15,16.37,245.55
12765,1893,165,7,75,525.00
12766,1893,111,14,19.55,273.70
12767,1893,173,7,21.43,150.01
12775,1891,215,60,11,660.00
12776,1891,276,30,19.75,592.50
12777,1891,57,30,21.43,642.90
12778,1891,203,5,84.34,421.70
12787,1895,260,1,114.45,114.45
12788,1895,323,1,212.23,212.23
12789,1895,48,1,100,100.00
12790,1895,270,1,35,35.00
12791,1896,171,10,30,300.00
12792,1896,88,10,2.23,22.30
12793,1896,173,5,21.43,107.15
12794,1896,284,5,6.65,33.25
12800,1897,213,5,410.49,2052.45
12801,1897,34,16,37.5,600.00
12802,1897,130,8,28.57,228.56
12803,1897,119,40,1.42,56.80
12804,1897,233,6,20,120.00
12805,1898,284,30,6.65,199.50
12806,1898,99,1,145,145.00
12815,1899,148,15,41.4,621.00
12816,1899,63,10,10,100.00
12817,1899,80,14,7.90,110.60
12818,1899,179,20,10.5,210.00
12819,1899,88,21,2.23,46.83
12826,1900,171,14,30,420.00
12827,1900,174,30,6.41,192.30
12828,1900,88,21,2.23,46.83
12829,1900,179,20,10.5,210.00
12830,1900,164,10,18.86,188.60
12831,1901,39,20,7.4,148.00
12832,1901,142,20,14.11,282.20
12833,1901,129,20,22,440.00
12834,1901,99,1,145,145.00
12835,1901,106,1,275,275.00
12836,1901,59,10,21.43,214.30
12837,1902,63,15,10,150.00
12838,1902,214,5,73.74,368.70
12839,1902,88,15,2.23,33.45
12840,1902,65,15,70,1050.00
12841,1902,148,15,41.4,621.00
12842,1903,148,10,41.4,414.00
12846,1904,322,2,430,860.00
12847,1904,325,4,600,2400.00
12848,1904,310,4,78,312.00
12849,1904,102,4,27.27,109.08
12850,1889,157,3,330,990.00
12851,1889,171,8,30,240.00
12852,1889,181,8,37.03,296.24
12853,1889,111,4,19.55,78.20
12854,1889,173,4,21.43,85.72
12855,1889,233,3,20,60.00
12856,1889,234,1,100,100.00
12857,1889,237,1,60,60.00
12858,1905,130,5,28.57,142.85
12859,1905,171,10,30,300.00
12860,1905,88,15,2.23,33.45
12861,1905,282,5,7.86,39.30
12862,1905,111,10,19.55,195.50
12863,1905,166,15,16.08,241.20
12864,1906,165,7,75,525.00
12865,1906,173,7,21.43,150.01
12866,1906,318,1,285,285.00
12882,1907,44,6,245,1470.00
12883,1907,203,8,84.34,674.72
12884,1907,173,16,21.43,342.88
12885,1907,111,16,19.55,312.80
12886,1907,309,6,30,180.00
12887,1908,273,1,1008.30,1008.30
12888,1908,231,1,15,15.00
12912,1909,281,10,110,1100.00
12913,1909,206,1,304.25,304.25
12914,1909,221,1,83.83,83.83
12915,1909,149,1,49.63,49.63
12916,1909,232,10,15,150.00
12917,1910,63,5,10,50.00
12918,1910,148,5,41.4,207.00
12919,1910,174,15,6.41,96.15
12920,1910,166,15,16.08,241.20
12921,1910,273,1,1008.30,1008.30
12922,1910,231,1,15,15.00
12923,1911,63,20,10,200.00
12924,1911,148,14,41.4,579.60
12925,1912,34,10,37.5,375.00
12926,1912,161,10,27.5,275.00
12927,1913,165,7,75,525.00
12928,1913,173,7,21.43,150.01
12929,1913,185,21,8.33,174.93
12930,1913,114,14,15.71,219.94
12931,1913,265,1,80,80.00
12932,1914,165,5,75,375.00
12933,1914,88,15,2.23,33.45
12934,1914,130,7,28.57,199.99
12935,1914,174,15,6.41,96.15
12936,1915,97,30,1.51,45.30
12937,1915,40,10,13.22,132.20
12938,1915,61,30,12,360.00
12939,1915,129,30,22,660.00
12940,1915,99,1,145,145.00
12941,1915,106,1,275,275.00
12942,1916,313,5,16.9,84.50
12943,1916,130,5,28.57,142.85
12944,1917,97,20,1.51,30.20
12945,1917,199,60,1.5,90.00
12946,1917,61,20,12,240.00
12947,1917,129,20,22,440.00
12948,1918,34,4,37.5,150.00
12949,1918,203,2,84.34,168.68
12950,1918,111,4,19.55,78.20
12951,1918,173,2,21.43,42.86
12952,1919,213,1,410.49,410.49
12953,1919,233,1,20,20.00
12954,1919,234,1,100,100.00
12955,1919,237,1,60,60.00
12956,1920,129,30,22,660.00
12957,1920,276,30,19.75,592.50
12971,1921,213,4,410.49,1641.96
12972,1921,165,8,75,600.00
12973,1921,255,24,14.61,350.64
12974,1921,57,8,21.43,171.44
12975,1921,233,4,20,80.00
12976,1921,219,1,85.67,85.67
12977,1921,239,3,50,150.00
12978,1921,246,3,50,150.00
12979,1922,68,1,135,135.00
12980,1922,185,15,8.33,124.95
12995,1923,325,6,600,3600.00
12996,1923,308,3,12.86,38.58
12997,1923,156,1,185,185.00
12998,1923,322,3,430,1290.00
12999,1923,234,1,100,100.00
13000,1923,270,6,35,210.00
13001,1924,173,30,21.43,642.90
13002,1924,89,30,39.86,1195.80
13003,1924,39,45,7.4,333.00
13004,1924,84,15,2.61,39.15
13005,1924,193,1,72.83,72.83
13006,1925,64,20,26,520.00
13012,1926,51,1,186.45,186.45
13013,1926,193,2,72.83,145.66
13014,1926,207,1,271.81,271.81
13015,1926,203,5,84.34,421.70
13016,1926,84,5,2.61,13.05
13017,1927,40,10,13.22,132.20
13018,1927,185,20,8.33,166.60
13019,1927,99,1,145,145.00
13020,1927,288,15,19.5,292.50
13021,1928,122,1,65.97,65.97
13022,1928,146,1,126.36,126.36
13023,1928,216,1,224.39,224.39
13032,1929,157,6,330,1980.00
13033,1929,181,6,37.03,222.18
13034,1929,173,3,21.43,64.29
13035,1929,102,6,27.27,163.62
13036,1929,111,6,19.55,117.30
13037,1929,233,6,20,120.00
13038,1929,234,1,100,100.00
13039,1929,237,1,60,60.00
13040,1929,99,1,145,145.00
13061,1931,173,5,21.43,107.15
13062,1930,265,1,80,80.00
13063,1930,171,14,30,420.00
13064,1930,111,7,19.55,136.85
13065,1930,318,3,285,855.00
13066,1930,93,28,21.9,613.20
13081,1932,213,6,410.49,2462.94
13082,1932,171,16,30,480.00
13083,1932,173,8,21.43,171.44
13084,1932,99,2,145,290.00
13085,1932,111,16,19.55,312.80
13086,1932,233,6,20,120.00
13087,1933,112,8,50,400.00
13094,1934,171,6,30,180.00
13095,1934,230,1,111.57,111.57
13096,1934,225,3,66.54,199.62
13097,1935,148,10,41.4,414.00
13098,1935,63,10,10,100.00
13099,1935,174,15,6.41,96.15
13100,1935,111,5,19.55,97.75
13101,1936,272,1,431.43,431.43
13102,1936,122,1,65.97,65.97
13103,1937,132,20,18,360.00
13104,1937,148,14,41.4,579.60
13105,1937,65,20,70,1400.00
13106,1937,273,1,1008.30,1008.30
13107,1937,231,1,15,15.00
13112,1938,112,6,50,300.00
13113,1938,63,5,10,50.00
13114,1938,65,5,70,350.00
13117,1939,63,10,10,100.00
13118,1939,203,5,84.34,421.70
13119,1939,112,10,50,500.00
13120,1939,65,10,70,700.00
13121,1940,112,5,50,250.00
13122,1940,65,10,70,700.00
13123,1941,273,1,1008.30,1008.30
13124,1941,231,1,15,15.00
13130,1943,63,10,10,100.00
13131,1943,165,5,75,375.00
13132,1943,88,15,2.23,33.45
13133,1943,266,10,250,2500.00
13134,1943,65,10,70,700.00
13151,1945,34,6,37.5,225.00
